onset	duration	reaction_time	trial_number	trial_type	button_pressed	action	explode_trial	trial_value	trial_cumulative_value	payoff_level	onset_noTriggerAdjust
0.028883394335935	0.722538955664049	0.722538955664049	1	CONTROL	5	ACCEPT	1	0	0	0	0.028883394335935
3.60996026306134	0.468460592938754	0.468460592938754	1	CONTROL	5	ACCEPT	1	0	0	0	3.60996026306134
6.19631330706125	0.392106190938875	0.392106190938875	1	CONTROL	5	ACCEPT	1	0	0	0	6.19631330706125
9.13079283906131	0.42162059293878	0.42162059293878	1	CONTROL	5	ACCEPT	1	0	0	0	9.13079283906131
12.3969000540612	0.359519603938679	0.359519603938679	1	CONTROL	5	ACCEPT	1	0	0	0	12.3969000540612
23.0241684572561	0.29224992174386	0.29224992174386	2	BALOON	5	ACCEPT	1	5	5	5	23.0241684572561
25.52769409592	0.399724167079967	0.399724167079967	2	BALOON	5	ACCEPT	1	5	10	5	25.52769409592
28.2631882574508	0.351229756549174	0.351229756549174	2	BALOON	5	ACCEPT	1	5	15	5	28.2631882574508
30.6837340650613	0	0	2	BALOON	n/a	EXPLODE	1	0	15	5	30.6837340650613
34.4140874778666	0.482331522133336	0.482331522133336	3	BALOON	5	ACCEPT	0	5	5	5	34.4140874778666
36.1383036350612	0.446191949938793	0.446191949938793	3	BALOON	5	ACCEPT	0	5	10	5	36.1383036350612
38.4263005860612	0.421116883938794	0.421116883938794	3	BALOON	5	ACCEPT	0	5	15	5	38.4263005860612
41.742083695256	0.98534127374387	0.98534127374387	3	BALOON	28	CASHOUT	0	0	15	5	41.742083695256
48.290874514008	0.318544535992032	0.318544535992032	4	BALOON	5	ACCEPT	0	5	5	5	48.290874514008
51.6564578910613	0.2669634889387	0.2669634889387	4	BALOON	5	ACCEPT	0	5	10	5	51.6564578910613
53.6956706984506	0.329749698549449	0.329749698549449	4	BALOON	5	ACCEPT	0	5	15	5	53.6956706984506
56.8954600450613	0.483956943938665	0.483956943938665	4	BALOON	5	ACCEPT	0	5	20	5	56.8954600450613
59.747108498256	0.387311324743905	0.387311324743905	4	BALOON	28	CASHOUT	0	0	20	5	59.747108498256
65.4005567652562	0.269861608743895	0.269861608743895	5	BALOON	5	ACCEPT	0	5	5	5	65.4005567652562
67.3735399942561	0.292878078743797	0.292878078743797	5	BALOON	5	ACCEPT	0	5	10	5	67.3735399942561
68.8656375342562	0.414868593743904	0.414868593743904	5	BALOON	5	ACCEPT	0	5	15	5	68.8656375342562
71.3525726950613	0.28793385193876	0.28793385193876	5	BALOON	5	ACCEPT	0	5	20	5	71.3525726950613
73.308850465256	0.677567677744037	0.677567677744037	5	BALOON	5	ACCEPT	0	5	25	5	73.308850465256
75.8951983942561	0.621221004743802	0.621221004743802	5	BALOON	28	CASHOUT	0	0	25	5	75.8951983942561
80.6037003282561	0.550716664743959	0.550716664743959	6	CONTROL	5	ACCEPT	1	0	0	0	80.6037003282561
83.9692835934507	0.241134138549342	0.241134138549342	6	CONTROL	5	ACCEPT	1	0	0	0	83.9692835934507
85.5111331744506	0.401285339549304	0.401285339549304	6	CONTROL	5	ACCEPT	1	0	0	0	85.5111331744506
88.1970083792562	0.266499009743711	0.266499009743711	6	CONTROL	5	ACCEPT	1	0	0	0	88.1970083792562
89.7223396680613	0.419079981938694	0.419079981938694	6	CONTROL	5	ACCEPT	1	0	0	0	89.7223396680613
91.9273232494506	0.258182603549358	0.258182603549358	6	CONTROL	5	ACCEPT	1	0	0	0	91.9273232494506
94.4640062398666	0.39341464813333	0.39341464813333	6	CONTROL	5	ACCEPT	1	0	0	0	94.4640062398666
97.1829002862562	0.270518876743836	0.270518876743836	6	CONTROL	5	ACCEPT	1	0	0	0	97.1829002862562
99.8190740800612	0.274342813938802	0.274342813938802	6	CONTROL	5	ACCEPT	1	0	0	0	99.8190740800612
106.732597310061	0.405820638938849	0.405820638938849	7	CONTROL	5	ACCEPT	1	0	0	0	106.732597310061
109.700229059061	0.228215073938827	0.228215073938827	7	CONTROL	5	ACCEPT	1	0	0	0	109.700229059061
111.739496243061	0.314921378938834	0.314921378938834	7	CONTROL	5	ACCEPT	1	0	0	0	111.739496243061
113.563184321451	0.267236395549162	0.267236395549162	7	CONTROL	5	ACCEPT	1	0	0	0	113.563184321451
119.100676818061	0.237740359938925	0.237740359938925	8	BALOON	5	ACCEPT	0	5	5	5	119.100676818061
120.791727691061	0.226695461938561	0.226695461938561	8	BALOON	5	ACCEPT	0	5	10	5	120.791727691061
122.350191223061	0.268227349938797	0.268227349938797	8	BALOON	5	ACCEPT	0	5	15	5	122.350191223061
124.190419016061	0.226082603938721	0.226082603938721	8	BALOON	5	ACCEPT	0	5	20	5	124.190419016061
125.599702514061	0.359715555938692	0.359715555938692	8	BALOON	5	ACCEPT	0	5	25	5	125.599702514061
127.456555337061	0.307863775938813	0.307863775938813	8	BALOON	5	ACCEPT	0	5	30	5	127.456555337061
130.391059740256	0.608446947743914	0.608446947743914	8	BALOON	28	CASHOUT	0	0	30	5	130.391059740256
140.537495680061	0.265925525938655	0.265925525938655	9	BALOON	5	ACCEPT	0	5	5	5	140.537495680061
143.090810131557	0.314608509442905	0.314608509442905	9	BALOON	5	ACCEPT	0	5	10	5	143.090810131557
146.323735163363	0.224772122637432	0.224772122637432	9	BALOON	5	ACCEPT	0	5	15	5	146.323735163363
148.860308651061	0.260110062938566	0.260110062938566	9	BALOON	5	ACCEPT	0	5	20	5	148.860308651061
151.430042080256	0.218376253744054	0.218376253744054	9	BALOON	5	ACCEPT	0	5	25	5	151.430042080256
153.800901870256	0.253515289743746	0.253515289743746	9	BALOON	5	ACCEPT	0	5	30	5	153.800901870256
