onset	duration	trial_type	PresentedStimulusArrowDirection	ReactionTime	SubjectResponseButton	SubjectResponseButtonCode	SubjectResponseCorrectness	TrialOutcome	StopSignalDelay	LadderNumber	LadderTime	LadderMovement	TimeCourse	onset_noTriggerAdjust	TimeCourse_noTriggerAdjust
0.00524260599991067	1.5	GO	RIGHT	0.437197585000149	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	0	0.00524260599991067	0
0	1.375	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	1.5	0	1.5
2.89166980000005	1.5	GO	LEFT	0.348604414999954	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	2.875	2.89166980000005	2.875
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	4.375	0	4.375
5.39331720799987	1.5	GO	LEFT	0.353391967999869	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	5.375	5.39331720799987	5.375
0	1.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	6.875	0	6.875
8.01146819199994	1.5	GO	LEFT	0.318101281999816	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	8	8.01146819199994	8
0	2	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	9.5	0	9.5
11.5134268750001	1.5	GO	RIGHT	0.330147933000035	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	11.5	11.5134268750001	11.5
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	13	0	13
13.7643616759999	1.5	GO	RIGHT	0.332000407000123	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	13.75	13.7643616759999	13.75
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	15.25	0	15.25
16.265696893	1.5	STOP	RIGHT	0.336667517000024	RIGHT	92	CorrectResponse	UnsuccessfulStop	0.251797104999923	1	250	-1	16.25	16.265696893	16.25
0	3.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	17.75	0	17.75
21.3852122439998	1.5	STOP	LEFT	0.329374587999837	LEFT	95	CorrectResponse	UnsuccessfulStop	0	2	350	-1	21.375	21.3852122439998	21.375
0	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	22.875	0	22.875
23.3852746569999	1.5	STOP	LEFT	0.357949012999825	LEFT	95	CorrectResponse	UnsuccessfulStop	0.201148934999992	1	200	-1	23.375	23.3852746569999	23.375
0	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	24.875	0	24.875
25.3873916380001	1.5	STOP	RIGHT	0.477416536999954	RIGHT	92	CorrectResponse	UnsuccessfulStop	0.301694368999961	2	300	-1	25.375	25.3873916380001	25.375
0	0.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	26.875	0	26.875
27.772131105	1.5	GO	LEFT	0.390175519999957	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	27.75	27.772131105	27.75
0	1.375	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	29.25	0	29.25
30.6402735649999	1.5	GO	LEFT	0.52829309699996	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	30.625	30.6402735649999	30.625
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	32.125	0	32.125
32.891610745	1.5	GO	LEFT	0.573975332000145	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	32.875	32.891610745	32.875
0	1.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	34.375	0	34.375
35.5096970509999	1.5	GO	RIGHT	0.289935871000125	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	35.5	35.5096970509999	35.5
0	1.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	37	0	37
38.5112901989999	1.5	GO	RIGHT	0.377389905999962	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	38.5	38.5112901989999	38.5
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	40	0	40
41.01268067	1.5	GO	RIGHT	0.300657776999969	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	41	41.01268067	41
0	1.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	42.5	0	42.5
44.1476810429999	1.5	GO	LEFT	0.302859805000026	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	44.125	44.1476810429999	44.125
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	45.625	0	45.625
46.632490833	1.5	GO	LEFT	0.304624123999929	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	46.625	46.632490833	46.625
0	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	48.125	0	48.125
48.6333860749999	1.5	GO	LEFT	0.399771767999937	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	48.625	48.6333860749999	48.625
0	1.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	50.125	0	50.125
51.6352287059999	1.5	GO	RIGHT	0.373900542000001	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	51.625	51.6352287059999	51.625
