onset	duration	reaction_time	trial_number	trial_type	button_pressed	action	explode_trial	trial_value	trial_cumulative_value	payoff_level	onset_noTriggerAdjust
0.0290391592366177	0.684956874763429	0.684956874763429	1	BALOON	5	ACCEPT	1	5	5	5	0.0290391592366177
3.2952245376182	0.384775018381788	0.384775018381788	1	BALOON	5	ACCEPT	1	5	10	5	3.2952245376182
6.4453156313034	0	0	1	BALOON	n/a	EXPLODE	1	0	10	5	6.4453156313034
13.6737014062364	0.542295542763441	0.542295542763441	2	BALOON	5	ACCEPT	0	5	5	5	13.6737014062364
17.1057018023034	0.238293597696611	0.238293597696611	2	BALOON	28	CASHOUT	0	0	5	5	17.1057018023034
22.9580113762254	0.590984744774687	0.590984744774687	3	CONTROL	5	ACCEPT	1	0	0	0	22.9580113762254
25.0138371675621	0.339158071437851	0.339158071437851	3	CONTROL	5	ACCEPT	1	0	0	0	25.0138371675621
26.5557884452364	0.315264179763744	0.315264179763744	3	CONTROL	5	ACCEPT	1	0	0	0	26.5557884452364
28.7276434628993	0.241355275100887	0.241355275100887	3	CONTROL	5	ACCEPT	1	0	0	0	28.7276434628993
30.4186744848994	0.286328366100861	0.286328366100861	3	CONTROL	5	ACCEPT	1	0	0	0	30.4186744848994
39.6864684515731	0.598528433426964	0.598528433426964	4	CONTROL	5	ACCEPT	1	0	0	0	39.6864684515731
42.9857735518995	0.233228907100511	0.233228907100511	4	CONTROL	5	ACCEPT	1	0	0	0	42.9857735518995
48.9045514368995	0.369444889100578	0.369444889100578	5	CONTROL	5	ACCEPT	1	0	0	0	48.9045514368995
51.1592819088996	0.30071464510047	0.30071464510047	5	CONTROL	5	ACCEPT	1	0	0	0	51.1592819088996
53.7124842312364	0.321514033763833	0.321514033763833	5	CONTROL	5	ACCEPT	1	0	0	0	53.7124842312364
55.7020105838992	0.387989901100809	0.387989901100809	5	CONTROL	5	ACCEPT	1	0	0	0	55.7020105838992
57.4760052352367	0.375992624763512	0.375992624763512	5	CONTROL	5	ACCEPT	1	0	0	0	57.4760052352367
65.6992151165623	0.387780384437974	0.387780384437974	6	BALOON	5	ACCEPT	0	5	5	5	65.6992151165623
68.7498571058995	0.257141375100673	0.257141375100673	6	BALOON	5	ACCEPT	0	5	10	5	68.7498571058995
70.5403730932367	0.314626127763404	0.314626127763404	6	BALOON	5	ACCEPT	0	5	15	5	70.5403730932367
72.8946337352368	0.948362643763176	0.948362643763176	6	BALOON	28	CASHOUT	0	0	15	5	72.8946337352368
