onset	duration	trial_type	PresentedStimulusArrowDirection	ReactionTime	SubjectResponseButton	SubjectResponseButtonCode	SubjectResponseCorrectness	TrialOutcome	StopSignalDelay	LadderNumber	LadderTime	LadderMovement	TimeCourse	onset_noTriggerAdjust	TimeCourse_noTriggerAdjust
0.0149509989998933	1.5	GO	LEFT	1.09047642299993	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	0	0.0149509989998933	0
0	1.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	1.5	0	1.5
3.14242217299989	1.5	GO	RIGHT	0.475239083000133	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	3.125	3.14242217299989	3.125
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	4.625	0	4.625
5.3929989369999	1.5	STOP	LEFT	0.410020335999889	LEFT	5	CorrectResponse	UnsuccessfulStop	0	2	450	-1	5.375	5.3929989369999	5.375
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	6.875	0	6.875
7.5108367979999	1.5	GO	LEFT	0.425199338999846	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	7.5	7.5108367979999	7.5
0	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	9	0	9
9.51309800399986	1.5	GO	RIGHT	0.362598217000141	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	9.5	9.51309800399986	9.5
0	1.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	11	0	11
12.8887245339999	1.5	STOP	RIGHT	0.507169319000013	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.455555145000062	1	450	-1	12.875	12.8887245339999	12.875
0	3.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	14.375	0	14.375
17.5052222310001	1.5	GO	RIGHT	0.629985679999891	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	17.5	17.5052222310001	17.5
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	19	0	19
20.0037687429999	1.5	GO	LEFT	0.529045310999891	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	20	20.0037687429999	20
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	21.5	0	21.5
22.5189995989999	1.5	GO	RIGHT	0.446070067000164	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	22.5	22.5189995989999	22.5
0	1.375	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	24	0	24
25.38163521	1.5	GO	LEFT	0.398826388000089	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	25.375	25.38163521	25.375
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	26.875	0	26.875
27.516129505	1.5	GO	RIGHT	0.498175707999962	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	27.5	27.516129505	27.5
0	2.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	29	0	29
31.7521257779999	1.5	GO	LEFT	0.321489358000008	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	31.75	31.7521257779999	31.75
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	33.25	0	33.25
34.2671848949999	1.5	GO	LEFT	0.402218679999805	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	34.25	34.2671848949999	34.25
0	0.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	35.75	0	35.75
36.633394599	1.5	STOP	LEFT	0.401898203999963	LEFT	5	CorrectResponse	UnsuccessfulStop	0.403387585000019	1	400	-1	36.625	36.633394599	36.625
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	38.125	0	38.125
38.7681302389999	1.5	STOP	RIGHT	0.468987254000012	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.403573105000078	2	400	-1	38.75	38.7681302389999	38.75
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	40.25	0	40.25
41.266593955	1.5	GO	RIGHT	0.437200897000139	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	41.25	41.266593955	41.25
0	2.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	42.75	0	42.75
45.3866681049999	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.35105846600004	1	350	1	45.375	45.3866681049999	45.375
0	1.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	46.875	0	46.875
48.6301306390001	1.5	GO	LEFT	0.475632757000085	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	48.625	48.6301306390001	48.625
0	3.375	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	50.125	0	50.125
53.511065957	1.5	GO	RIGHT	0.72532636699998	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	53.5	53.511065957	53.5
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	55	0	55
55.761728938	1.5	STOP	RIGHT	0.670383436999828	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.352691485999912	2	350	-1	55.75	55.761728938	55.75
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	57.25	0	57.25
58.0121256150001	1.5	GO	RIGHT	0.568697691000125	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	58	58.0121256150001	58
0	2.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	59.5	0	59.5
62.264632398	1.5	GO	LEFT	0.520651183999917	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	62.25	62.264632398	62.25
0	1.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	63.75	0	63.75
64.8790115879999	1.5	GO	LEFT	0.635250862000021	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	64.875	64.8790115879999	64.875
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	66.375	0	66.375
67.0135715639999	1.5	GO	RIGHT	0.64336470100011	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	67	67.0135715639999	67
0	1.25	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	68.5	0	68.5
69.7605670739999	1.5	GO	RIGHT	0.578014478000114	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	69.75	69.7605670739999	69.75
0	1.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	71.25	0	71.25
72.391404252	1.5	GO	RIGHT	0	n/a	0	IncorrectResponse	UnuccessfulGo	0	0	0	0	72.375	72.391404252	72.375
0	0.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	73.875	0	73.875
74.757554342	1.5	GO	RIGHT	1.25146504700001	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	74.75	74.757554342	74.75
0	0.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	76.25	0	76.25
77.140319163	1.5	GO	LEFT	0.463412414999993	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	77.125	77.140319163	77.125
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	78.625	0	78.625
79.2582593059999	1.5	GO	LEFT	0.454197891999911	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	79.25	79.2582593059999	79.25
0	2	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	80.75	0	80.75
82.7663275	1.5	GO	LEFT	0.428230572000075	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	82.75	82.7663275	82.75
0	2.375	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	84.25	0	84.25
86.6380973779999	1.5	STOP	RIGHT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.403816259999985	1	400	1	86.625	86.6380973779999	86.625
