onset	duration	trial_type	PresentedStimulusArrowDirection	ReactionTime	SubjectResponseButton	SubjectResponseButtonCode	SubjectResponseCorrectness	TrialOutcome	StopSignalDelay	LadderNumber	LadderTime	LadderMovement	TimeCourse	onset_noTriggerAdjust	TimeCourse_noTriggerAdjust
0.0126004509993436	1.5	GO	LEFT	0.581371711000429	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	0	0.0126004509993436	0
0	1.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	1.5	0	1.5
3.38265718799994	1.5	STOP	LEFT	0.512844849999965	LEFT	95	CorrectResponse	UnsuccessfulStop	0.351112156999989	2	350	-1	3.375	3.38265718799994	3.375
0	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	4.875	0	4.875
5.38384373899953	1.5	STOP	RIGHT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.250258189000306	1	250	1	5.375	5.38384373899953	5.375
0	1.25	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	6.875	0	6.875
8.13543337899955	1.5	GO	LEFT	0.386342842999511	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	8.125	8.13543337899955	8.125
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	9.625	0	9.625
10.3866645759999	1.5	GO	RIGHT	0.584448649000478	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	10.375	10.3866645759999	10.375
0	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	11.875	0	11.875
12.8879923619997	1.5	GO	LEFT	0.415928469999926	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	12.875	12.8879923619997	12.875
0	1.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	14.375	0	14.375
16.0229783690002	1.5	GO	RIGHT	0.532204887999796	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	16	16.0229783690002	16
0	1.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	17.5	0	17.5
18.6411348109996	1.5	GO	RIGHT	0.584909353000512	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	18.625	18.6411348109996	18.625
0	1.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	20.125	0	20.125
21.2760293840001	1.5	GO	RIGHT	0.373997276000409	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	21.25	21.2760293840001	21.25
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	22.75	0	22.75
23.3938350449998	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.300206090000756	2	300	1	23.375	23.3938350449998	23.375
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	24.875	0	24.875
25.6450829469995	1.5	GO	RIGHT	0.34082807499999	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	25.625	25.6450829469995	25.625
0	0.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	27.125	0	27.125
27.8964310849997	1.5	GO	RIGHT	0.354152926000097	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	27.875	27.8964310849997	27.875
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	29.375	0	29.375
30.0141617299996	1.5	GO	LEFT	0.579877051999574	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	30	30.0141617299996	30
0	2.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	31.5	0	31.5
34.1330675279996	1.5	GO	LEFT	0.422696642000119	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	34.125	34.1330675279996	34.125
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	35.625	0	35.625
36.2677642909994	1.5	STOP	RIGHT	0.366661915000805	RIGHT	92	CorrectResponse	UnsuccessfulStop	0.302112570000645	1	300	-1	36.25	36.2677642909994	36.25
0	1.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	37.75	0	37.75
38.8856398170001	1.5	GO	LEFT	0.420319566999751	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	38.875	38.8856398170001	38.875
0	1.25	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	40.375	0	40.375
41.6372039049993	1.5	GO	LEFT	0.38141811999958	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	41.625	41.6372039049993	41.625
0	3.25	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	43.125	0	43.125
46.3897416179998	1.5	STOP	RIGHT	0.396971461000248	RIGHT	92	CorrectResponse	UnsuccessfulStop	0.250629981999737	1	250	-1	46.375	46.3897416179998	46.375
0	1.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	47.875	0	47.875
49.5081231280001	1.5	GO	RIGHT	0.477733438000541	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	49.5	49.5081231280001	49.5
0	1.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	51	0	51
52.6431468969995	1.5	GO	LEFT	0.51061953000044	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	52.625	52.6431468969995	52.625
0	0.625	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	54.125	0	54.125
54.7609535779993	1.5	GO	LEFT	0.529122656000254	LEFT	95	CorrectResponse	SuccessfulGo	0	0	0	0	54.75	54.7609535779993	54.75
0	1.25	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	56.25	0	56.25
57.5125614929993	1.5	STOP	LEFT	0	n/a	0	IncorrectResponse	SuccessfulStop	0.352797301999999	2	350	1	57.5	57.5125614929993	57.5
0	1.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	59	0	59
60.1474169779995	1.5	GO	RIGHT	0.568376282000827	RIGHT	92	CorrectResponse	SuccessfulGo	0	0	0	0	60.125	60.1474169779995	60.125
