onset	duration	trial_type	PresentedStimulusArrowDirection	ReactionTime	SubjectResponseButton	SubjectResponseButtonCode	SubjectResponseCorrectness	TrialOutcome	StopSignalDelay	LadderNumber	LadderTime	LadderMovement	TimeCourse	onset_noTriggerAdjust	TimeCourse_noTriggerAdjust
2.00564926100003	1.5	GO	LEFT	0.438676646999966	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	2	0.00564926100003049	0
2	2.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	3.5	0	1.5
6.39087979100009	1.5	STOP	RIGHT	0.524651675999962	RIGHT	28	CorrectResponse	UnsuccessfulStop	0.355877954999983	2	350	-1	6.375	4.39087979100009	4.375
2	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	7.875	0	5.875
8.88937766900005	1.5	STOP	LEFT	0.543122799000002	LEFT	5	CorrectResponse	UnsuccessfulStop	0.250622356000008	1	250	-1	8.875	6.88937766900005	6.875
2	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	10.375	0	8.375
10.891676718	1.5	GO	LEFT	0.740401972999962	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	10.875	8.89167671799999	8.875
2	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	12.375	0	10.375
12.877099088	1.5	GO	RIGHT	0.442539679999982	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	12.875	10.877099088	10.875
2	0.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	14.375	0	12.375
15.259906428	1.5	GO	LEFT	0.484056897999949	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	15.25	13.259906428	13.25
2	1.75	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	16.75	0	14.75
18.502970429	1.5	GO	RIGHT	0.408534746999976	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	18.5	16.502970429	16.5
2	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	20	0	18
20.5053218	1.5	GO	RIGHT	0.557941267999922	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	20.5	18.5053218	18.5
2	2.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	22	0	20
24.145581984	1.5	GO	LEFT	0.413959305000049	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	24.125	22.145581984	22.125
2	1	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	25.625	0	23.625
26.627564506	1.5	GO	RIGHT	0.299231294000037	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	26.625	24.627564506	24.625
2	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	28.125	0	26.125
28.629735578	1.5	STOP	RIGHT	0.394263346000002	LEFT	5	IncorrectResponse	UnsuccessfulStop	0.304194657000039	2	300	-1	28.625	26.629735578	26.625
2	2.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	30.125	0	28.125
32.2536108820001	1.5	GO	RIGHT	0.440989882999929	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	32.25	30.2536108820001	30.25
2	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	33.75	0	31.75
34.2555427890001	1.5	GO	LEFT	0.423140380000063	RIGHT	28	IncorrectResponse	JUNK	0	0	0	0	34.25	32.2555427890001	32.25
2	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	35.75	0	33.75
36.257958581	1.5	GO	RIGHT	0.461933301000045	RIGHT	28	CorrectResponse	SuccessfulGo	0	0	0	0	36.25	34.257958581	34.25
2	2	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	37.75	0	35.75
39.7659746400001	1.5	GO	LEFT	0.473263438999993	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	39.75	37.7659746400001	37.75
2	1.125	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	41.25	0	39.25
42.380280597	1.5	STOP	LEFT	0.388161344999958	LEFT	5	CorrectResponse	UnsuccessfulStop	0.202082170999915	1	200	-1	42.375	40.380280597	40.375
2	1.875	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	43.875	0	41.875
45.755911857	1.5	GO	LEFT	0.506818610999971	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	45.75	43.755911857	43.75
2	1.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	47.25	0	45.25
48.767230236	1.5	GO	LEFT	0.731013228999927	LEFT	5	CorrectResponse	SuccessfulGo	0	0	0	0	48.75	46.767230236	46.75
2	0.5	NULL	BLANKSCREEN	0	n/a	0	n/a	n/a	0	0	0	0	50.25	0	48.25
