onset	duration	reaction_time	trial_number	trial_type	button_pressed	action	explode_trial	trial_value	trial_cumulative_value	payoff_level	onset_noTriggerAdjust
0.0321238279998397	1.18180624900015	1.18180624900015	1	CONTROL	5	ACCEPT	1	0	0	0	0.0321238279998397
3.37461571999984	0.471317544000158	0.471317544000158	1	CONTROL	5	ACCEPT	1	0	0	0	3.37461571999984
6.22074238899995	0.411180182999942	0.411180182999942	1	CONTROL	5	ACCEPT	1	0	0	0	6.22074238899995
7.99123375399995	0.576698789999909	0.576698789999909	1	CONTROL	5	ACCEPT	1	0	0	0	7.99123375399995
10.0595983789999	0.459327972999972	0.459327972999972	1	CONTROL	5	ACCEPT	1	0	0	0	10.0595983789999
22.254608601	0.597316974000023	0.597316974000023	2	CONTROL	5	ACCEPT	1	0	0	0	22.254608601
24.8028939799999	0.438118686000053	0.438118686000053	2	CONTROL	5	ACCEPT	1	0	0	0	24.8028939799999
28.3273574539999	0.489560786000084	0.489560786000084	2	CONTROL	5	ACCEPT	1	0	0	0	28.3273574539999
31.1237719879998	0.56216312000015	0.56216312000015	2	CONTROL	5	ACCEPT	1	0	0	0	31.1237719879998
37.5604502729998	0.603482861000202	0.603482861000202	3	CONTROL	5	ACCEPT	1	0	0	0	37.5604502729998
48.2662925889999	0.576648385999988	0.576648385999988	4	BALOON	5	ACCEPT	0	5	5	5	48.2662925889999
51.5922216419999	0.533712586000092	0.533712586000092	4	BALOON	5	ACCEPT	0	5	10	5	51.5922216419999
53.9253419469999	0.584585933999961	0.584585933999961	4	BALOON	5	ACCEPT	0	5	15	5	53.9253419469999
57.052702104	0.761236905999795	0.761236905999795	4	BALOON	28	CASHOUT	0	0	15	5	57.052702104
67.01397542	0.597961910999857	0.597961910999857	5	CONTROL	5	ACCEPT	1	0	0	0	67.01397542
73.434097569	0.567846526000039	0.567846526000039	6	BALOON	5	ACCEPT	0	5	5	5	73.434097569
76.3132662769999	0.392680995000092	0.392680995000092	6	BALOON	5	ACCEPT	0	5	10	5	76.3132662769999
79.473709465	0.384251037000013	0.384251037000013	6	BALOON	5	ACCEPT	0	5	15	5	79.473709465
81.7406635609998	0.515277975000117	0.515277975000117	6	BALOON	5	ACCEPT	0	5	20	5	81.7406635609998
84.1730505429998	0.862887768000064	0.862887768000064	6	BALOON	28	CASHOUT	0	0	20	5	84.1730505429998
90.6097776719998	0.691168256000083	0.691168256000083	7	BALOON	5	ACCEPT	0	5	5	5	90.6097776719998
94.2831949069998	0.614762305000113	0.614762305000113	7	BALOON	5	ACCEPT	0	5	10	5	94.2831949069998
96.9637954359998	0.672150848000001	0.672150848000001	7	BALOON	5	ACCEPT	0	5	15	5	96.9637954359998
100.273159188	0.438778145000015	0.438778145000015	7	BALOON	5	ACCEPT	0	5	20	5	100.273159188
102.324963642	0.660983738000141	0.660983738000141	7	BALOON	5	ACCEPT	0	5	25	5	102.324963642
104.823548798	0.434391837000021	0.434391837000021	7	BALOON	28	CASHOUT	0	0	25	5	104.823548798
109.936534131	0.541406064000057	0.541406064000057	8	BALOON	5	ACCEPT	1	5	5	5	109.936534131
111.773243186	0.650687026000014	0.650687026000014	8	BALOON	5	ACCEPT	1	5	10	5	111.773243186
113.758892155	0.459046731000171	0.459046731000171	8	BALOON	5	ACCEPT	1	5	15	5	113.758892155
115.645232001	0.550723810000136	0.550723810000136	8	BALOON	5	ACCEPT	1	5	20	5	115.645232001
118.491337004	0	0	8	BALOON	n/a	EXPLODE	1	0	20	5	118.491337004
128.088486093	0.52246457199999	0.52246457199999	9	BALOON	5	ACCEPT	0	5	5	5	128.088486093
130.504313095	0.437626071000068	0.437626071000068	9	BALOON	5	ACCEPT	0	5	10	5	130.504313095
134.012254046	0.647669134999887	0.647669134999887	9	BALOON	5	ACCEPT	0	5	15	5	134.012254046
136.659777323	0.634163196000145	0.634163196000145	9	BALOON	28	CASHOUT	0	0	15	5	136.659777323
144.188589282	0.569363457000009	0.569363457000009	10	BALOON	5	ACCEPT	0	5	5	5	144.188589282
147.117391387	0.551552397999785	0.551552397999785	10	BALOON	5	ACCEPT	0	5	10	5	147.117391387
149.963459731	0.595488323000154	0.595488323000154	10	BALOON	5	ACCEPT	0	5	15	5	149.963459731
152.412384399	0.49855949300013	0.49855949300013	10	BALOON	5	ACCEPT	0	5	20	5	152.412384399
155.539755479	0.522193802999936	0.522193802999936	10	BALOON	28	CASHOUT	0	0	20	5	155.539755479
159.262816645	0.671141544999955	0.671141544999955	11	CONTROL	5	ACCEPT	1	0	0	0	159.262816645
161.480100445	0.709854304000146	0.709854304000146	11	CONTROL	5	ACCEPT	1	0	0	0	161.480100445
164.855694192	0.418256671000108	0.418256671000108	11	CONTROL	5	ACCEPT	1	0	0	0	164.855694192
